OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,central,4,0.0,2.5,20.0,10000.0,-15.0,1.1,1.0
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,-15.0,0.0,1.2056195735931396
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.0,0.0667986894736508,1.2056195735931396
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.0667986894736508,0.2096261323382277,14.602640717825857*(x-0.06679868947365084)*(x-0.06679868947365084)*(x-0.06679868947365084)-6.25697349839165*(x-0.06679868947365084)*(x-0.06679868947365084)+0.8936675248467054*(x-0.06679868947365084)+1.2056195735931396
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.2096261323382277,0.2802135740068961,312.54741022383047*(x-0.20962613233822774)*(x-0.20962613233822774)*(x-0.20962613233822774)-37.465264075749815*(x-0.20962613233822774)*(x-0.20962613233822774)+0.0*(x-0.20962613233822774)+1.2481663227081299
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.2802135740068961,0.3600894491105406,-38.77000790789897*(x-0.2802135740068961)*(x-0.2802135740068961)*(x-0.2802135740068961)+5.4967306593592795*(x-0.2802135740068961)*(x-0.2802135740068961)-0.6172703696682271*(x-0.2802135740068961)+1.1714178323745728
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3600894491105406,0.4503232867769295,-16.644855981394233*(x-0.3600894491105406)*(x-0.3600894491105406)*(x-0.3600894491105406)+0.6609422142019374*(x-0.3600894491105406)*(x-0.3600894491105406)-0.48123405509416717*(x-0.3600894491105406)+1.1374248266220093
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.4503232867769295,0.5504845011485278,175.7581136897044*(x-0.45032328677692957)*(x-0.45032328677692957)*(x-0.45032328677692957)-22.569754756943766*(x-0.45032328677692957)*(x-0.45032328677692957)-0.7685298658518449*(x-0.45032328677692957)+1.0871537923812866
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.5504845011485278,0.6513310957909443,-91.31327987669725*(x-0.5504845011485278)*(x-0.5504845011485278)*(x-0.5504845011485278)+13.812949981792226*(x-0.5504845011485278)*(x-0.5504845011485278)+0.0*(x-0.5504845011485278)+0.960360586643219
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.6513310957909443,0.7519465409966765,69.12701740364261*(x-0.6513310957909443)*(x-0.6513310957909443)*(x-0.6513310957909443)-10.432868447717848*(x-0.6513310957909443)*(x-0.6513310957909443)+0.0*(x-0.6513310957909443)+1.0071866512298584
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.7519465409966765,0.8521819729173467,-0.32019428108221865*(x-0.7519465409966765)*(x-0.7519465409966765)*(x-0.7519465409966765)+0.048142218094207*(x-0.7519465409966765)*(x-0.7519465409966765)+0.0*(x-0.7519465409966765)+0.9719810485839844
