OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
L,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x 
L,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0663918+6.22127e-05*x+-9.14037e-08*x*x)) 
L,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0435875+9.01961e-05*x+-1.30403e-07*x*x)) 
L,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1-(0.0490189)) 
L,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0663918+6.22127e-05*x+-9.14037e-08*x*x)) 
L,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0435875+9.01961e-05*x+-1.30403e-07*x*x)) 
L,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.34198+-0.000555031*x+3.20633e-07*x*x+0.888495/x)*(1+(0.0490189)) 
M,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x 
M,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.117907+0.000250773*x+-3.04922e-07*x*x)) 
M,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.0918339+0.000299479*x+-3.61757e-07*x*x)) 
M,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.0738386)) 
M,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.117907+0.000250773*x+-3.04922e-07*x*x)) 
M,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.0918339+0.000299479*x+-3.61757e-07*x*x)) 
M,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.0738386)) 
T,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,0.850069+1.99726/sqrt(x) 
T,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.850069+1.99726/sqrt(x))*(1-(0.191031+0.000297068*x+-3.60129e-07*x*x)) 
T,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.850069+1.99726/sqrt(x))*(1-(0.170404+0.000308588*x+-3.73869e-07*x*x)) 
T,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.850069+1.99726/sqrt(x))*(1-(0.0917417)) 
T,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.850069+1.99726/sqrt(x))*(1+(0.191031+0.000297068*x+-3.60129e-07*x*x)) 
T,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.850069+1.99726/sqrt(x))*(1+(0.170404+0.000308588*x+-3.73869e-07*x*x)) 
T,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.850069+1.99726/sqrt(x))*(1+(0.0917417)) 
L,comb,central,4,0.0,2.5,20.0,1000.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18)) 
L,comb,central,5,0.0,2.5,20.0,1000.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18)) 
L,comb,down,4,0.0,2.5,20.0,30.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.054521717131137848 
L,comb,down,4,0.0,2.5,30.0,50.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.016713488847017288 
